id,info
2213100200,"강원도 춘천시와 홍천군의 경계를 이루는 산으로, 산 정상에 서면 탁 트인 시야와 발 아래로 펼쳐진 소양호의 풍경이 등산객들의 발걸음을 멈추게 하는 곳이다. 산자락을 감싸 흐르는 조그마한 폭포의 물소리가 사람들의 마음을 시원하게 해주는 가리산은 우거진 숲과 노송들이 어루러져 비경을 이루고 있다. 소양호 쪽으로 하산하여 물노리 선착장에서 유람선을 타고 소양댐 선착장까지 나올 수 있어, 산행도 하고 배를 타는 재미가 있다. 산이름인 가리는 단으로 묶은 곡식이나 땔나무 따위를 차곡차곡 쌓아둔 큰 더미'를 뜻하는 순우리말로서, 산봉우리가 노적가리처럼 고깔 모양으로 생긴 데서 유래한다. 태백산맥 중 내지(內地) 산맥의 일부를 이룬다. 제1봉 남쪽에서 홍천강이 발원하여 북한강의 지류인 소양강의 수원(水源)을 이룬다. 능선은 완만한 편이나, 정상 일대는 좁은 협곡을 사이에 둔 3개의 암봉으로 이루어져 있으며 강원 제1의 전망대라고 할 만큼 조망이 뛰어나, 소양호를 비롯하여 북쪽으로 향로봉에서 설악산을 거쳐 오대산으로 힘차게 뻗어나간 백두대간 등 강원 내륙의 고산준령이 한눈에 보인다. 정상 부근에서는 소양호로 갈 수 있는 가삽고개가 있는데, 그 형태가 계단식 분지형으로 이루어져 있다. 북쪽 산록은 소양호에 미치고 동쪽 산록에 홍천광산이 있다. 산기슭에는 숲이 우거져 있고 갖가지 기암괴석이 즐비하며, 산 정상과 계곡에는 향토 수종인 참나무가 주종을 이루며 자라고 있다. 아래쪽에는 두릅나무/철쭉/싸리나무/산초나무 등 관목류와 약용으로 사용되는 피나물/애기똥풀/양지꽃 등 야생화가 서식하고 있다. 강원도에서 진달래가 가장 많이 피는 산으로도 유명하다. 1998년 가리산 자연휴영림으로 개장되어 통나무집/야영장/체육시설 등 편의시설이 있다. 휴양림 입구에는 높이 8m의 용소폭포가 있고, 주변에 스키장/온천/수타사/팔봉산 등의 관광지가 있다."
2211050100,"가리왕산은 태백산의 지붕역활을 하고 있으며 경사도가 완만한 등산로로 유명하다. 산 능선에는 고산식물인 주목, 잣나무, 단풍나무등 각종 수목이 울창하며 산삼등 많은 산약초가 자라고 있다. , 회동리 입구에는 자연휴양림이 조성되어 각종 편의시설이 설치되어 있고 등산로 산행시간은 총 6시간 정도 소요된다. 군립공원으로 지정, 개발계획에 있으며 숙암방면 입구는 약 4km 구간에 철쭉이 밀집 자생하고 있다."
2710070100,"가야산은 경남 합천군 가야면과 거창군 가북면, 경북 성주군 가천면 수륜면을 한몸에 품고있다. 우리나라 12대 명산중의 하나로 산세가 천하에서 으뜸이고, 지덕은 해동에서 제일이라 하여, 대한 8경에 속하는 명산이다. 가야산 지역이 옛날 가야국이 있었던 곳이고 이 산이 가야국에서 가장 높고 훌륭한 산이었기 때문에 자연스럽게 가야의 산이라 불렀다고 한다. 가야산은 소머리 같다 해서 우두산(산 머리의 큰 바위 아래에 소의 코라는 뜻의 우비정이란 샘도 있다) 이라는 이름외에 상왕산, 설산, 중향산 등으로도 불리워졌다. '택리지'에 기암괴봉을 불꽃에 비유하여 석화성(石火星)이라고 하였는데, 가야산은 보는 방향에 따라서 한송이 연꽃으로도 보였다가 서쪽으로 겹겹이 솟은 산봉우리 사이사이 또는 골짜기에 하얀구름이 잠기면 많은 섬이 떠 있는 바다가 된다. 해발 1천m가 넘는 고봉들이 불꽃처럼 솟아 있는 자태하며, 북에서 남으로 이르는 장쾌한 대덕유의 줄기와 아스라히 떠오른 구름위로 지리산을 볼 수 있는 조망, 홍류동천의 아름다운 계곡 등 장중하고 덕성스러운 모습을 곳곳에서 볼 수 있다.가야산 고스락에 서면 금오산, 팔공산, 비슬산이 보이고 화왕산, 자굴산이 보이는가 하면 가까이에 두무산, 오도산, 비계산, 조금 멀리에 백운산, 수도산, 대덕산 등이 보인다. 여기에 우리나라 3보 사찰중 하나인 해인사가 들어서고, 조선시대 때 강화도에서 팔만대장경을 옮겨온 이후 불교의 성지로 자리메김하였다. 근래에는 백련암에서 수도했던 성철 스님으로 인하여 더욱 유명해졌다."
1704060100, 
2140140100,"예로부터 수덕이 뛰어나 삼각산의 영광을 뒷받침한 경기 오악중 북악에 속하는 이 산은 지형적 특성으로 삼국시대에부터 전략적인 요충지로 6.25전쟁 때까지 치열한 격전이 있던 곳이다. 그런 연유로 산자락 설마치계곡 양쪽으로 영국군 전전비와 대한의열단 전적비가 세워져 있다. 바위 사이로 검은빛과 푸른빛이 동시에 흘러나온다 하여 감악(紺岳), 즉 감색바위라고 하였다. 또한 조선 명종때 구월산 청석골을 거점으로 활약하던 임꺽정의 중간거점이 있던 곳으로 그와 연관된 지명이 곳곳에 산재해 있다. 정상에는 현재도 군사시설이 있으며, 북한산 진흥왕 순수비와 유사한 일명 삐뜰대왕비 설인귀비가 위치해 있다. 이 비는 아직도 전쟁때 탄흔자국을 가지고 있으며 파주군 향토유적 제 8호로 지정되어 있다. 전체적인 산세는 암릉과 작은 암봉들이 조화를 이루고 있으며 간간이 절벽지대가 있으므로 주의를 요한다. 원래 감악사, 운계사, 범륜사, 운림사 등의 4개 사찰이 있었다는데 현재는 1970년 옛 운계사 터에 재창건한 범륜사만 남아 있다. 서울에서 그리 멀지 않으며, 의정부 북쪽 회천에서 양주시 남면을 지나 설마리를 거쳐 감악산 계곡을 따라 들어가면 높이 20여 미터에 달하는 운계폭포가 나온다. 폭포 뒤로 범륜사가 있고 그뒤로 전형적인 암산의 모습을 띤 감악산이 보인다. 맑은 날에는 개성의 송악산과 북한산이 보인다."
2607102300,"순창읍에서 10km의 가까운 거리에 있는 강천산은 호남의 소금강이라고 불릴 정도로 도처에 기봉이 솟아 있고, 크고 작은 수많은 바위 사이로 폭포를 이루고 있으며, 4km에 이르는 깊은 계곡과 계곡을 뒤덮은 울창한 숲은 자연 그대로의 아름다움을 고이 간직하고 있다. 원래는 생김새가 용이 꼬리를 치며 승천하는 모습과 닮았다 하여 용천산(龍天山)이라 불렸다. 또한 유서깊은 강천사와 삼인대 5층 석탑, 금성산성 등 문화유적이 산재하고, 비경이 많이 숨겨져 있다. 일명 광덕산이라고도 불리는 강천산은 1981년 국내에서 최초로 군립공원으로 지정된 곳이기도 하며, 길이 76m의 현수교가 지상 50m 높이에 설치돼 있어 웅장함을 더해주고 있다. 볼거리는 11월 초순에 절정을 이루는 단풍과 4월 초순에 만개하는 산벚꽃이 유명한데, 산 입구의 강천호 주변뿐 아니라 등산로 어디에서나 즐길 수 있다. 산 암봉 아래에는 887년(신라 진성여왕 1) 도선국사(道詵國師)가 세운 강천사가 있다. 이 곳의 석탑은 전라북도 유형문화재 92호로 지정되었고, 절 입구의 모과나무는 전라북도기념물 97호이다. 그 밖에 순창 삼인대(三印臺:전북유형문화재 27), 금성산성(金城山城:전북기념물 52) 등의 문화유적이 있다. 내장산(內藏山:763.5m)/백양사(白羊寺)/담양댐 등과도 가깝다."
2402020400,"계룡산은 백두대간에서 갈라져나온 금남정맥의 한 줄기를 이루는 산으로, 충남 공주시와 논산시의 경계를 이루고 있다. 산세가 마치 닭의 벼슬을 쓴 용의 형상을 했다고 해서 계룡산으로 불리게 되었다고 한다.계룡산은 조선조 초기에 씌어진 예언서인 〈정감록〉의 '왕도입지설'로 유명한 산으로,정상인 천황봉(天皇峰)을 중심으로 쌀개봉(830.6m), 관음봉(765.8m), 문필봉(735.6m), 삼불봉(777.1m), 연천봉(742.9m)이 주능선에 줄지어 솟아 있다. 계룡산 산자락 곳곳에 문화 유적이 산재해 있는데, 동북쪽에는 동학사가,서북쪽에는 갑사가,서남쪽에는 신원사 사찰이 자리잡고 있다. 특히 갑사에는 보물 제257호인 부도(浮屠)와 보물 제256호인 철당간 및 지주.보물 제478호인 동종(銅鐘)등의 문화재가 있으며, 〈월인석보〉를 찍어낸 목판도 소장되어 있다. 〈월인석보〉는 세종29년(1447년)에 간행된 〈석보상절〉과 세종 31년에 간행된 〈월인천강지곡〉을 합편하여, 세조가 1459년에 간행한 것이다. 상봉을 중심으로 동쪽에 동학사, 서쪽에 갑사, 남쪽에 신원사가 자리하여 현재까지도 보존되고 북쪽의 구룡사는 절터만 남아 있다. 계룡사에는 노루, 담비, 청설모, 황매화 등 희귀 동.식물 1227종이 서식하고 있으며, 계룡 8경으로 꼽히는 천황봉(일출), 삼불봉(설화), 연천봉(낙조), 관음봉(한운), 동학계곡(신록), 은선폭포(운무), 갑사계곡(단풍), 남매탑(명월) 등은 울창한 숲과 기암절벽을 더불어 장관을 이루고 있다."
2215064300,"남한에서 한라산(1947.3m) 지리산(1915.4m) 설악산(1708.1m) 덕유산(1614.2m)에 이어 다섯 번째로 높은 계방산은 겨울철 적설등반 산행지로 유명한 산이다.강원도 홍천군 내면과 평창군 진부면에 걸쳐 있는 광대한 산맥을 거느리고 있으나, 북동쪽으로 연결되어 있는 오대산의 명성에 가려 빛을 보지 못했던 명산이다. 높은 산이면서도 유순한 산세와 능선을 가지고 있으며 가을이면 온 산을 단풍으로 물들이고 겨울철에서 무릎이상 빠질정도의 적설량으로 등산인들의 사랑을 듬뿍 받고 있는 산이다. 산기슭에 있는 방아다리 약수는 위장병, 피부병에 효험이 있는데 메밀꽃 필 무렵 마시면 특효가 있다고 한다."
2216100300,"공작산은 강원도 홍천군 동면과 화촌면의 경계를 이루는 산으로, 공작이 날개를 펼친 듯한 산세에 암봉과 노송이 어우러져 한 폭의 동양화를 연상케 하는 산이다. 정상에서 서남쪽 능선을 따라 6km 산자락에 있는 수타사에서 노천리에 이르는 약 8km길이의 수타계곡은 암반과 계곡의 경치가 뛰어나 여름철 계곡 피서지로 이름난 곳이다. 정상에서 바라보면 홍천군 일원이 한눈에 들어오며, 풍치가 아름답고 깎아 세운 듯한 암벽이 장관을 이루는 곳이다.  정상에서 서남쪽 능선 약 6km 아래에 있는 수타사와 노천리까지 이어지는 약 8km의 수타계곡은 갖가지 멋진 바위들과 아름다운 풍경이 비할 데 없다. 산 정상에서 바라보면 홍천군 일원이 한눈에 들어오며, 봄에는 철쭉과 가을철에는 단풍이 노송과 함께 깍아 지른 듯한 바위와의 모습이 보는이의 마음을 사로잡고 눈덮인 겨울산 역시 등산객들을 매료시키는 곳이기도 하다."
1105040200,"관악산은 서울시 관악구와 금천구, 경기도 과천시와 안양시에 걸쳐 있어 북한산,도봉산과 더불어 누구나 쉽게 찾는 친근한 산이다. 멀리서 보면 온통 바위로 뒤덮여 있는 산세를 가진 관악산은 해발은 낮으나 등산로 곳곳에 위험한 암릉이 있어 조심해야 한다. 관악산은 예로부터 불의 산(火山)이라 하여 조선 태조가 궁터를 지금의 경복궁 자리로 옮길 때, 무학대사가 이곳은 관악산과 마주 보이는 자리로 관악산의 화기가 궁을 눌러서 내우외환이 끊이지 않을 것이라며 반대했지만, 정도전의 남쪽에 한강이 가로질러 있어서 영향이 없을 것이라는 주장을 받아 들여 지금의 경복궁을 창건하였다 한다. 그후 태종때 왕자의 난, 세조의 왕위 찬탈, 임진왜란, 병자호란, 그리고 경복궁에 발생한 수차례의 화재가 발생한 것을 풍수지리설로 해석하는 이도 있다. 대원군은 경복궁을 재건할 때 관악산의 화기를 누르기 위해 경복궁 정문인 광화문 앞에 바다의 신으로 상상의 동물인 해태 조각상을 만들어 세웠다. 관악산 연주대는 고려가 망하자 남은 유신 열 사람이 관악산 절에 숨어살며 경복궁을 바라보며 통곡을 했다 하여, 임금을 사모한다는 뜻으로 연주대(戀主臺)라 불려 지게 되었다 한다. 이성계가 연주암을 중창한 뒤, 태종의 두 아들인 양녕대군과 효령대군은 태종이 왕위를 셋째 충녕대군(세종)에게 물려줄 뜻을 알고 관악산에 입산하였다 한다. 예전에 관악산을 삼성산이라 부른 것은 신라의 고승 원효,의상,윤필이 이 산에서 세 승려가 일막,이막,삼막의 세 암자를 짓고 따로 수도하여 득도하였다 하여 붙여진 것으로 전해지고 있다. 임진왜란때 일막,이막은 소실되고 삼막사(三幕寺)만 남았다는 것이다."
